timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-07T19:46:08,pythonjsonlogger_fixed_messages_console_info_size64_nmsg500000_rep1,656e90cb-0a80-4bfb-ade8-f7a7741ea865,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.53790999998455,1.5194165117995737e-05,1.1223420098089792e-06,4.337279320326925,0.0,10.0,9.780055315510865e-06,0.0,2.220766072237489e-05,3.198771603788576e-05,0.0,,,,,,Linux-6.17.0-19-generic-x86_64-with-glibc2.39,3.12.3,3.2.5,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,,,15.491153717041016,machine,10.416666666666666,0,15.016666666666666,2.3284584681193032,N,1.0,0.0
