rate,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
lib,logbook,loguru,picologging,pythonjsonlogger,stdlib,structlog,logbook,loguru,picologging,pythonjsonlogger,stdlib,structlog
size,,,,,,,,,,,,
64,1469.043888601284,1470.19897489788,1467.034934923764,1469.406791322612,1467.605186922384,1469.4751496934362,1469.5591316570399,1473.2932565109602,1469.1537648330002,1481.07846944088,1468.1885601555598,1469.60287480896
512,1471.7369296417678,1470.419545116636,1468.41575180652,1470.0401122516919,1468.65932076384,1475.5905296803799,1470.5629299745199,1469.62691763504,1468.86481152204,1469.9478998928,1469.1608046874799,1470.22240529988
1024,1473.465958497792,1471.8605471396281,1468.457909012232,1469.2977587548799,1468.6834323352318,1471.98981248604,1469.7631147482,1472.07610037568,1469.9431042454398,1469.79493429788,1469.042237712,1470.3509319828
1536,1472.827415991984,1476.307000184112,1473.186192098832,1473.0217222339802,1472.282019059076,1472.469395330844,1468.78337605872,1470.36361771632,1470.62464018296,1471.27917643404,1469.1579280468798,1469.1218417405998
2048,1472.58329909472,1472.5456199342639,1468.45475636076,1473.517178040204,1468.5158027707919,1472.60048835528,1471.8316237443598,1472.98503418116,1471.6618861976401,1470.8813677226399,1468.9175694571202,1468.03859818272
8192,1481.357047348728,1474.80584986548,1473.83209708956,1480.49392399362,1474.600958496108,1480.8434022063361,1470.8874010236002,1475.6299677321601,1473.0742288394401,1473.12119021904,1470.32198121444,1471.01968093644
