timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-01T20:21:25,logbook_fixed_size_console_debug_size64_rate10.0_rep7,67c45607-3b04-4939-8266-bf3139d97911,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,202.62653144499927,0.00019470311940100282,9.608964729964437e-07,4.500141933794779,0.0,10.0,0.00012731923584378792,0.0,0.0002825820681583233,0.00040990130400211125,0.0,,,,,,Linux-6.17.0-19-generic-x86_64-with-glibc2.39,3.12.3,3.2.5,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,,,15.491153717041016,machine,2.1665,0,17.851499999999998,2.7636981773376466,N,1.0,0.0
