timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-01T15:54:26,structlog_fixed_size_console_debug_size64_rate1.0_rep6,59a93d46-278d-402d-97cc-7b4acc442664,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,201.6184400839993,0.0001936554464407736,9.60504636183535e-07,4.500138337368746,0.0,10.0,0.00012662487816716503,0.0,0.00028107079855025307,0.000407695676717418,0.0,,,,,,Linux-6.17.0-19-generic-x86_64-with-glibc2.39,3.12.3,3.2.5,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,,,15.491153717041016,machine,5.694974874371859,0,17.016582914572865,2.635919561338185,N,1.0,0.0
