timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-01T08:25:17,stdlib_fixed_size_console_debug_size64_rate1000.0_rep5,20038d28-2e54-404e-ae1b-3f2790dde114,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,263.04252482899756,0.00025342577055032113,9.634403057645215e-07,4.506555613611642,0.0,10.0,0.00016558275277852883,0.0,0.00036794518522214676,0.0005335279380006759,0.0,,,,,,Linux-6.17.0-19-generic-x86_64-with-glibc2.39,3.12.3,3.2.5,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,,,15.491153717041016,machine,6.89616858237548,0,16.695785440613026,2.585651178469603,N,1.0,0.0
